"מספר בספר החינוך","תת-מספר","שם","קבוצה","סוג (עשה/לא תעשה)","החייבים במצוה","תדירות","רצון","ארוע","עצם או אדם","זמן החיוב","מקום החיוב","העונש למפר במזיד","העונש למפר בשוגג","המקור ביד החזקה - הלכות","המקור ביד החזקה - מספר המצוה","הערות","טעמי המצוה"
535,0,"לתלות המחוייב לתלות","עונשי מוות",1,"שופט","אדם",,,"חוטא","רק כשהמקדש קיים","בכל מקום","אין","אין","סנהדרין","230",,"דין התליה היא לפרסם לעין כל למען יראו ויראו"
536,0,"לא להלין התלוי, וכן כל המתים","קבורה",0,"אדם מישראל","ארוע",,"מוות אדם","אדם מת","רק כשהמקדש קיים","בכל מקום","אין","אין","סנהדרין","66",,"שלא יאמרו הבריות קללת אלהים תלוי-אדם זה נתלה מפני שקלל את ה'  ובכך הם מחללים שם שמים וגומלים רעה לעצמם והאל הטוב מנע ממנו זאת ע""י קבורת התלוי"
537,0,"לקבור את התלוי ביום תלייתו, וכן כל המתים","קבורה",1,"אדם מישראל","ארוע",,"מוות אדם","אדם מת","בכל זמן","בכל מקום","אין","אין","סנהדרין","231",,"לכבודו של המת"
538,0,"להשיב אבידה לישראל","אבידה",1,"אדם מישראל","ארוע",,"אבידה","רכוש הזולת","בכל זמן","בכל מקום","אין","אין","גזילה ואבדה","204",,"יש בזה תועלת הכל וישובו של עולם. שהשכחה מצויה בכל וגם חיות ובעלי חיים בורחים לעיתים ונתברכנו בכך שבעמנו הדברים נשמרים כאילו הם תחת ידי הבעלים."
539,0,"לא להעלים עיניו מאבידה","אבידה",0,"אדם מישראל","ארוע",,"אבידה","רכוש הזולת","בכל זמן","בכל מקום","אין","אין","גזילה ואבדה","269",,"יש בזה תועלת הכל וישובו של עולם. שהשכחה מצויה בכל וגם חיות ובעלי חיים בורחים לעיתים ונתברכנו בכך שבעמנו הדברים נשמרים כאילו הם תחת ידי הבעלים."
540,0,"לא להניח בהמת חברו נופלת תחת משאה אלא נעזור לה","עזרה לבהמה בעבודה",0,"גבר מישראל","ארוע",,"נפילה","חיות","בכל זמן","בכל מקום","אין","אין","רוצח ושמירת הנפש","203",,"ללמד נפשנו מידת החמלה אפילו על איש המצטער באבידת ממונו עלינו לעזור לו ולהצילו"
541,0,"לטעון המשא שנפל עם חברו","עזרה לזולת בעבודה",1,"גבר מישראל","ארוע",,"נפילה","החוליות החלשות","בכל זמן","בכל מקום","אין","אין","רוצח ושמירת הנפש","203",,"ללמד נפשנו מידת החמלה אפילו על איש המצטער באבידת ממונו עלינו לעזור לו ולהצילו"
542,0,"לא תלבש אישה עדי איש","בגדי איש ואשה",0,"אישה מישראל","רצון","לבישה",,"בגד","בכל זמן","בכל מקום","מלקות","אין","עבודת כוכבים","39",,"להרחיק אותנו  מהערוה ומכל ענין שיכשיל אותנו בעון הערוה"
543,0,"לא ילבש איש מלבושי אישה","בגדי איש ואשה",0,"גבר מישראל","רצון","לבישה",,"בגד","בכל זמן","בכל מקום","מלקות","אין","עבודת כוכבים","40",,"להרחיק אותנו  מהערוה ומכל ענין שיכשיל אותנו בעון הערוה"
544,0,"לא לקחת אם על הבנים","ציפור ואפרוחיה",0,"אדם מישראל","רצון","אכילה",,"חיות","בכל זמן","בכל מקום","אין","אין","שחיטה","306",,"לתת אל לבנו שהשגחת האל בכל בריותיו, ורצונו בקיום מיני בעלי החיים, ולמען יידע האדם שדאגתו לבע""ח תביא עליו במידה כנגד מידה אריכות ימים בעוה""ז ובעוה""ב."
545,0,"לשלח האם אם לקחה על הבנים","ציפור ואפרוחיה",1,"אדם מישראל","רצון","אכילה",,"חיות","בכל זמן","בכל מקום","אין","אין","שחיטה","148",,"לתת אל לבנו שהשגחת האל בכל בריותיו, ורצונו בקיום מיני בעלי החיים, ולמען יידע האדם שדאגתו לבע""ח תביא עליו במידה כנגד מידה אריכות ימים בעוה""ז ובעוה""ב."
546,0,"לעשות מעקה לגגו","מעקה",1,"אדם מישראל","עצם",,,"בית","בכל זמן","בכל מקום","אין","אין","רוצח ושמירת הנפש","184",,"האדם צריך לשמור עצמו מאסונות שיכולים לקרות בדרך הטבע ואל לאדם לסמוך ולהגיד הכל ביד ה' אלא להזהר מן המקרה"
547,0,"לא להניח מכשול","הסרת מכשול",0,"אדם מישראל","ארוע",,"סכנה",,"בכל זמן","בכל מקום","אין","אין","רוצח ושמירת הנפש","298",,"האדם צריך לשמור עצמו מאסונות שיכולים לקרות בדרך הטבע ואל לאדם לסמוך ולהגיד הכל ביד ה' אלא להזהר מן המקרה"
548,0,"לא לזרוע כלאיים בכרם","זריעת כלאים בכרם",0,"אדם מישראל","עצם","זריעה",,"אדמה חקלאית","בכל זמן","בכל מקום","מלקות","מלקות","כלאיים","216",,"הקב""ה ברא את עולמו בחכמתו ותבונתו ובשלמות ועשה וצוה על כל מין ומין להיות עשה פרותיו למינהו."
549,0,"לא לאכול כלאי הכרם","אכילת כלאי הכרם",0,"אדם מישראל","עצם","אכילה",,"אדמה חקלאית","בכל זמן","בכל מקום","מלקות","מלקות","כלאיים","193",,"פרות הכרם נתאוים יותר מכלאיים אחרים מפני שעל ידם מכינים ייין שהיין מעורר את היצר. וכדי שלא נכשל באכילת ענבי הכרם האסור נצטונו לשרוף אותו"
550,0,"לא לעשות מלאכה בשני מיני בהמות","העבדת כלאי בהמה",0,"אדם מישראל","עצם","מלאכה",,"חיות","בכל זמן","בכל מקום","מלקות","מכת מרדות","כלאיים","218",,"ייש בזה צער בעלי חיים, כי בעלי החיים אינם ששים להיות עם שאינם בני מינם."
551,0,"לא ללבוש שעטנז","שעטנז",0,"אדם מישראל","רצון","לבישה",,"בגד","בכל זמן","בכל מקום","מלקות","אין","כלאיים","42",,"לפי שכומרי הע""ז היו לובשים כך בזמן ההוא"
552,0,"לישא אישה בכתובה וקידושין","טקס החתונה",1,"גבר מישראל","רצון","חיי נישואין",,"איש ואשה","בכל זמן","בכל מקום","אין","אין","אישות","213",,"שלא ישא אשה כדרך זנות אלא ע""יי ""הסכם"" בן הצדדים וכך האשה תכבד את בעלה ולא תמרוד בו ויהיה שבתם וקומם בשלום לעולם."
553,0,"שתשב אשת המוציא שם רע תחתיו ולו תהיה לאישה","הוצאת שם רע",1,"גבר מישראל","ארוע","גירושין","חטא","בתולה","רק כשהמקדש קיים","בכל מקום","מלקות","אין","נערה בתולה","219","העונש הוא לבעל שהוציא שם רע על אשתו","ליסר הנבלים שלא יעשו רעות כאלה לעולם"
554,0,"שלא יגרש המוציא שם רע את אשתו כל ימיו","הוצאת שם רע",0,"גבר מישראל","ארוע","גירושין","חטא","בתולה","רק כשהמקדש קיים","בכל מקום","אין","אין","נערה בתולה","359",,"שלא יהיו בנות ישראל כהפקר"
555,0,"לסקול המחוייב בבית דין","עונשי מוות",1,"שופט","אדם",,,"חוטא","רק כשהמקדש קיים","בכל מקום","אין","אין","סנהדרין","229",,"מלך המשפט יעמיד ארץ, שאלולי יראת המשפט יהרגו בני אדם זה  את זה"
556,0,"לא לענוש האנוס בחטא","פטור לאנוסים",0,"שופט","ארוע",,,"חוטא","בכל זמן","בכל מקום","אין","אין","סנהדרין","294",,"אין לנו לדון אדם בדבר שעשה בעל כורחו"
557,0,"שישא האונס את אנוסתו","אונס",1,"גבר מישראל","ארוע",,"חטא","בתולה","בכל זמן","בכל מקום","אין","אין","נערה בתולה","218",,"ליסר הנבלים במעשה הרע שעשו. ושלא יהיו בנות ישראל כהפקר."
558,0,"לא יגרש האונס את אנוסתו, כל ימיו","אונס",0,"גבר מישראל","ארוע",,"חטא","בתולה","בכל זמן","בכל מקום","מלקות","אין","נערה בתולה","358",,"ליסר הנבלים במעשה הרע שעשו. ושלא יהיו בנות ישראל כהפקר."
559,0,"לא ישא סריס בת ישראל","ביאת סריס",0,"אדם מישראל","רצון","בחירת בת זוג","מום אדם","איש ואשה","בכל זמן","בכל מקום","מלקות","אין","איסורי ביאה","360",,"למנוע מהאדם  לגרום לעצמו נזק , באותה תקופה אנשים היו מסרסים עצמם כדי  לשבת בשולחן המלך, והתורה באה למנוע זאת."
560,0,"לא ישא ממזר בת ישראל","ביאת ממזר",0,"אדם מישראל","רצון","בחירת בת זוג",,"איש ואשה","בכל זמן","בכל מקום","מלקות","אין","איסורי ביאה","354",,"הולדת הממזר נעשתה בטומאה ועצת חטא ואין ספק שטבע האב צפון בבן וה' בחסדו צייוה עלינו להתרחק מהרע והבדילנו מכל דבר רע"
561,0,"לא יבוא עמוני ומואבי בקהל ה'","ביאת בני לוט",0,"אדם מישראל","רצון","בחירת בת זוג",,"בני לוט","רק כשהמקדש קיים","בכל מקום","אין","אין","איסורי ביאה","53",,"על דבר שלא קדמו אתכם בלחם ובמים והודיענו הכתוב גודל מעלת גמילות חסדים וציוונו להתרחק מהם להראות תכלית רשעם ונבלתם"
562,0,"לא לדרוש שלומם (של עמון ומואב) במלחמה","קריאה לשלום לבני לוט",0,"גבר מישראל","ארוע",,"מלחמה","בני לוט","רק כשהמקדש קיים","רק בארץ ישראל","אין","אין","מלכים ומלחמות","56",,"על דבר שלא קדמו אתכם בלחם ובמים והודיענו הכתוב גודל מעלת גמילות חסדים וציוונו להתרחק מהם להראות תכלית רשעם ונבלתם"
563,0,"לא להרחיק אדומי דור שלישי מלבוא בקהל","ביאת אדומי",0,"אדם מישראל","רצון","בחירת בת זוג",,"עמים אחרים","בכל זמן","בכל מקום","אין","אין","איסורי ביאה","54",,"לא להרחיק את זרע אדום למרות הצרות שעשו לעמ""י . מפני שצרות אלו באו בגזרת ה' ולא מטבעם הרע"
564,0,"לא להרחיק מצרי דור שלישי מלבוא בקהל","ביאת מצרי",0,"אדם מישראל","רצון","בחירת בת זוג",,"עמים אחרים","בכל זמן","בכל מקום","אין","אין","איסורי ביאה","55",,"לא להרחיק את זרע מצרים למרות הצרות שעשו לעמ""י . מפני שצרות אלו באו בגזרת ה' ולא רק מטבעם הרע"
