 תולדות יעקב בן יצחק (יוסף, יהודה ואחיהם)	בראשית לז1	פרשה_בתנך	prqim/t0137.htm#1
רעו	גבר	דמות_מהתנך	tnk1/dmut/dmut/94.html
רעואל	גבר	דמות_מהתנך	tnk1/dmut/dmut/175.html
רעואל	גבר	דמות_מהתנך	tnk1/dmut/dmut/488.html
רעואל	כמה	דמויות_מהתנך	tnk1/dmut/jm/rewal.html
רעואל אבי חבב	גבר	דמות_מהתנך	tnk1/dmut/dmut/488.html
רעואל בן עשו	גבר	דמות_מהתנך	tnk1/dmut/dmut/175.html
רעוּת	מופשט	לשון_המקרא	tnk1/ljon/jorj/reh2.html
רעי	גבר	דמות_מהתנך	tnk1/dmut/dmut/905.html
רעִי	מופשט [= כמו מרעה]	לשון_המקרא	tnk1/ljon/jorj/reh1.html
רעיה	אדם קרוב [= "רֵעֶה" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/reh2.html
רעיון	מופשט [= בלשון ימינו מחשבה מקורית; בלשון המקרא מחשבת סרק]	לשון_המקרא	tnk1/ljon/jorj/reh1.html
רעיונות לניהול	רעיונות שאפשר ללמוד מהתנ"ך לגבי ניהול והנהגה	אוסף מאמרים	tnk1/msr/4nihul.html
רעיתו של הדוד	אשה	דמות_מהתנך	tnk1/dmut/dmut/1338.html
רֵעֲךָ .	ביטוי: בעל תפקיד [= בלשון ימינו חבר שלך; בלשון המקרא מכר שלך]	לשון_המקרא	tnk1/ljon/jorj/rwe2.html#bituy
רַעַל	מופשט	לשון_המקרא	tnk1/ljon/jorj/rel.html
רעלות	תכשיט	לשון_המקרא	tnk1/ljon/jorj/rel.html
רַעַם	קול	לשון_המקרא	tnk1/ljon/jorj/rem.html
רעמה	גבר	דמות_מהתנך	tnk1/dmut/dmut/38.html
רעמָה	קול [= תוקף בכעס וברעש]	לשון_המקרא	tnk1/ljon/jorj/rem.html
רענ	שורש	לשון_המקרא	tnk1/ljon/jorj/ren.html
רעע	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/ree.html
רֹעע	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rwe1.html
רעפ	שורש [= ענינו נזילה ונטיפה, כמו ערפ2]	לשון_המקרא	tnk1/ljon/jorj/rep.html
רעצ	שורש [= ענינו רציצה ושבירה]	לשון_המקרא	tnk1/ljon/jorj/rec.html
רַעַש	קול	לשון_המקרא	tnk1/ljon/jorj/rej.html
רפא	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rpa.html
רָפָא2	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/rpa2.html
רִפאוּת	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/rpa1.html
רפאים	עם	דמות_מהתנך	tnk1/dmut/dmut/523.html
רפאים2	בעל תכונה [= ענקים, במיוחד בעבר הירדן]	לשון_המקרא	tnk1/ljon/jorj/rpa2.html
רפאים3	בעל תכונה [= מתים, שוכני שאול]	לשון_המקרא	tnk1/ljon/jorj/rpa3.html
רפד	שורש [= ענינו הצעת מצע]	לשון_המקרא	tnk1/ljon/jorj/rpd.html
רפֶה	תואר	לשון_המקרא	tnk1/ljon/jorj/rph.html
רפוא	גבר	דמות_מהתנך	tnk1/dmut/dmut/429.html
רפואה	שם מתואר [= דבר המרפא [רק בריבוי "רפואות"]]	לשון_המקרא	tnk1/ljon/jorj/rpa1.html
רפידה	כלי [= מצע]	לשון_המקרא	tnk1/ljon/jorj/rpd.html
רפיון	רגש	לשון_המקרא	tnk1/ljon/jorj/rph.html
רפס	שורש [= ענינו סילוק וריחוק]	לשון_המקרא	tnk1/ljon/jorj/rps.html
רפסד	שורש [= שם-רבים "רפסודות", כמו דוברות, ע' שורש דבר3]	לשון_המקרא	tnk1/ljon/jorj/rpsd.html
רפסודה	מבנה	לשון_המקרא	tnk1/ljon/jorj/rpsd.html
רפק	שורש [= ענינו חבור וקשור בעבותות אהבה]	לשון_המקרא	tnk1/ljon/jorj/rpq.html
רפש	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rpj.html
רפֶש	חומר [= נרדף לטיט]	לשון_המקרא	tnk1/ljon/jorj/rpj1.html
רפש1	תתשורש	לשון_המקרא	tnk1/ljon/jorj/rpj1.html
רפש2	תתשורש [= ענינו דליחה ועכירת מים]	לשון_המקרא	tnk1/ljon/jorj/rpsj.html
רפֶת	מבנה	לשון_המקרא	tnk1/ljon/jorj/rpt.html
רץ	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/rwc.html
רץ[פ]	פעל	לשון_המקרא	tnk1/ljon/jorj/rwc.html
רצד	שורש [= ענינו רקוד]	לשון_המקרא	tnk1/ljon/jorj/rcd.html
רצָה	פעל [= קיבל באהבה ובחפץ-לב]	לשון_המקרא	tnk1/ljon/jorj/rch.html
רצון	רגש [= חפץ-לב או חיבה או התפייסות]	לשון_המקרא	tnk1/ljon/jorj/rch.html
רצון ה'	ביטוי: מופשט	לשון_המקרא	tnk1/ljon/jorj/rch.html#bituy
רצוּף	תואר [= [בינוני פעול של "רצף"]]	לשון_המקרא	tnk1/ljon/jorj/rcp1.html
רצוּץ	תואר [= [בינוני פעול של "רצץ"]]	לשון_המקרא	tnk1/ljon/jorj/rcc.html
רֶצַח	מופשט	לשון_המקרא	tnk1/ljon/jorj/rcx.html
רציחה	איסור רצח	מצוות_אדם	tryg/sug/rcx.html
רַצִּים	שם מתואר [= חתיכות וגרוטאות]	לשון_המקרא	tnk1/ljon/jorj/rcc.html
רצין	גבר	דמות_מהתנך	tnk1/dmut/dmut/1084.html
רצע	שורש [= ענינו נקיבה באוזן]	לשון_המקרא	tnk1/ljon/jorj/rce.html
רצפ	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rcp.html
רצפה	אשה	דמות_מהתנך	tnk1/dmut/dmut/658.html
רצפה1	מבנה [= קרקעית הבית, הרצופה באבנים]	לשון_המקרא	tnk1/ljon/jorj/rcp1.html
רצפה2	חומר	לשון_המקרא	tnk1/ljon/jorj/rcp2.html
רצפים	חומר	לשון_המקרא	tnk1/ljon/jorj/rcp2.html
רצצ	שורש [= ענינו שבירה ורעיצה ["ונרוץ" בשורש רוצ]]	לשון_המקרא	tnk1/ljon/jorj/rcc.html
רק	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rq.html
רֹק	חומר [= דבר הרקוק]	לשון_המקרא	tnk1/ljon/jorj/rqq2.html
רֵק	תואר	לשון_המקרא	tnk1/ljon/jorj/ryq.html
רַק-	מילת חיבור	לשון_המקרא	tnk1/ljon/jorj/rq1.html
רָקָב	מופשט	לשון_המקרא	tnk1/ljon/jorj/rqb.html
רקב עצמות	ביטוי: מחלה	לשון_המקרא	tnk1/ljon/jorj/ecm1.html#bituy
רקד	שורש [= בלשון ימינו יצא במחול; בלשון המקרא קפץ ודילג]	לשון_המקרא	tnk1/ljon/jorj/rqd.html
רַקָּה	גוף [= תרגומו "צדעא", למיעוט הבשר בו]	לשון_המקרא	tnk1/ljon/jorj/rqq1.html
רַקּוֹת	תואר [= תואר לרזון ודלות בשר]	לשון_המקרא	tnk1/ljon/jorj/rqq1.html
רֶקַח	מופשט	לשון_המקרא	tnk1/ljon/jorj/rqx.html
רקיע	עצם ברקיע [= האטמוספירה, השכבה שחוצצת בין הארץ לבין החלל]	לשון_המקרא	tnk1/ljon/jorj/rqe.html
רקיק	אוכל	לשון_המקרא	tnk1/ljon/jorj/rqq1.html
רקם	גבר	דמות_מהתנך	tnk1/dmut/dmut/516.html
רֻקם	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rqm.html
רקם מלך מדין	גבר	דמות_מהתנך	tnk1/dmut/dmut/516.html
רקמה	שם מתואר [= בד יקר]	לשון_המקרא	tnk1/ljon/jorj/rqm.html
רֻקע	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rqe.html
רקע לתנך	רקע - מאמרים על הרקע התרבותי וההסטורי לאירועי התנך	אוסף מאמרים	tnk1/sig/rqa.html
רקק	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/rqq.html
רָר	פעל	לשון_המקרא	tnk1/ljon/jorj/ryr.html
רָש	בעל תכונה [= אדם שנולד בלי כלום]	לשון_המקרא	tnk1/ljon/jorj/rwj.html
רש"י	פירושי רש"י	אוסף מאמרים	tnk1/klli/mdrjim/rji.html
רש"ר הירש	פירושי רש"ר הירש	אוסף מאמרים	tnk1/klli/limud/hirj.html
רש[פ]	פעל	לשון_המקרא	tnk1/ljon/jorj/rwj.html
רשה	שורש	לשון_המקרא	tnk1/ljon/jorj/rjh.html
רשוּם	תואר [= [בינוני פעול של "רשם"]]	לשון_המקרא	tnk1/ljon/jorj/rjm.html
רשיון	מופשט	לשון_המקרא	tnk1/ljon/jorj/rjh.html
רשימות של שמות	רשימות של שמות	אוסף מאמרים	tnk1/dmut/rjimot.html
רשימת שירים תנ"כיים לשמיעה	רשימת שירים תנ"כיים לשמיעה	אוסף מאמרים	tnk1/sig/9zmr.m3u
רשמ	שורש [= ענינו רשימה, ידוע]	לשון_המקרא	tnk1/ljon/jorj/rjm.html
רֶשַע	אופי	לשון_המקרא	tnk1/ljon/jorj/rje.html
רְשָעָה	בעל תכונה [= תואר נקבה]	לשון_המקרא	tnk1/ljon/jorj/rje.html
רשֶף	שם מתואר [= כוח חזק רוחני עושה מעשה, ככוח השריפה באש וכדומה, והוא כינוי למלאכים שדים ורוחות]	לשון_המקרא	tnk1/ljon/jorj/rjp.html
רשש	שורש [= שם "תרשיש", יש שם מדינה, ויש שם מין אבן יקרה, ואולי מפני שבאה משם]	לשון_המקרא	tnk1/ljon/jorj/rjj.html
רֻשש	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rwj.html
רשֶת	כלי [= פח עשוי מעשה שבכה]	לשון_המקרא	tnk1/ljon/jorj/rjt.html
רַתּוּק	כלי [= תרגם יונתן "שלשלן" = שלשלאות [רק בריבוי "רתוקות"]]	לשון_המקרא	tnk1/ljon/jorj/rtq.html
רֻתח	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rtx.html
רתחים	שם מתואר [= דברים מרותחים]	לשון_המקרא	tnk1/ljon/jorj/rtx.html
רתַם	פעל [= ענינו חמום מאד]	לשון_המקרא	tnk1/ljon/jorj/rtm.html
רֻתק	פֻעל	לשון_המקרא	tnk1/ljon/jorj/rtq.html
רתֵת	רגש [= רעדה וחרדה]	לשון_המקרא	tnk1/ljon/jorj/rtt.html
ש	אות [= מילת "אשׁר" הוא המיסב את הפועַל הבא אחריו להיות בבחינת שם לסמיכות שם או מילה לפניו, או תואר לתאר בו [ובמילות ואותיות בכל"מ הנלוים אליו] את השם שלפניו]	לשון_המקרא	tnk1/ljon/jorj/j.html
ש-	מילת חיבור	לשון_המקרא	tnk1/ljon/jorj/j.html
ש=ת	רבשורש	לשון_המקרא	tnk1/ljon/jorj/j=t.html
שאב	שורש [= ענינו לקיחת מים בכלי מן המעיין]	לשון_המקרא	tnk1/ljon/jorj/jab.html
שאג	שורש [= ענינו צעקה בקול חזק, ורובו באריה]	לשון_המקרא	tnk1/ljon/jorj/jag.html
שאגה	קול	לשון_המקרא	tnk1/ljon/jorj/jag.html
שאה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/jah.html
שאול	גבר	דמות_מהתנך	tnk1/dmut/dmut/211.html
שאול	גבר	דמות_מהתנך	tnk1/dmut/dmut/462.html
שאול	גבר	דמות_מהתנך	tnk1/dmut/dmut/649.html
שאול	כמה	דמויות_מהתנך	tnk1/dmut/jm/jawl.html
שאוֹל	מקום פרטי	לשון_המקרא	tnk1/ljon/jorj/jal3.html
שאול בן הכנענית	גבר	דמות_מהתנך	tnk1/dmut/dmut/211.html
שאול בן קיש	גבר	דמות_מהתנך	tnk1/dmut/dmut/649.html
שאול מרחבות הנהר; מלך אדום	גבר	דמות_מהתנך	tnk1/dmut/dmut/462.html
שאון	קול	לשון_המקרא	tnk1/ljon/jorj/jah2.html
שׂאוֹר	אוכל [= כמו מחמצת]	לשון_המקרא	tnk1/ljon/jorj/sjar.html
שְאָט	רגש [= שם מופשט או מקור]	לשון_המקרא	tnk1/ljon/jorj/jaf.html
שאיה	מופשט	לשון_המקרא	tnk1/ljon/jorj/jah1.html
שאל	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/jal.html
שאלה1	קול [= כמו בקשה]	לשון_המקרא	tnk1/ljon/jorj/jal1.html
שאלות עיון	שאלות עיון	אוסף מאמרים	tnk1/sig/do1_jelot.html
שאלתיאל	גבר	דמות_מהתנך	tnk1/dmut/dmut/1243.html
שאננ	שורש [= ענינו שקט ושלוה, ועמו "שלאנן"]	לשון_המקרא	tnk1/ljon/jorj/jann.html
שאפ	שורש [= ענינו הבטה אל דבר ותשוקתו אליו להשיגו ולבלעו]	לשון_המקרא	tnk1/ljon/jorj/jap.html
שאר	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/jar.html
שאָר	שם מתואר [= דבר נשאר]	לשון_המקרא	tnk1/ljon/jorj/jar1.html
שאֵר	גוף	לשון_המקרא	tnk1/ljon/jorj/jar2.html
שאר ישוב	גבר	דמות_מהתנך	tnk1/dmut/dmut/1138.html
שאר4	תתשורש	לשון_המקרא	tnk1/ljon/jorj/sjar.html
שארָה	מופשט [= קורבה]	לשון_המקרא	tnk1/ljon/jorj/jar2.html
שארית ישראל	ביטוי: קבוצת אדם	לשון_המקרא	tnk1/ljon/jorj/jar.html#bituy
שֵאת	מופשט	לשון_המקרא	tnk1/ljon/jorj/jah1.html
שְׂאֵת	מחלה [= נגע שמראהו גבוה]	לשון_המקרא	tnk1/ljon/jorj/nsja.html
שָׂב	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/sjwb.html
שבא	גבר	דמות_מהתנך	tnk1/dmut/dmut/131.html
שבא	גבר	דמות_מהתנך	tnk1/dmut/dmut/40.html
שבא	גבר	דמות_מהתנך	tnk1/dmut/dmut/84.html
שבא	כמה	דמויות_מהתנך	tnk1/dmut/jm/jba.html
שבא בן יקטן	גבר	דמות_מהתנך	tnk1/dmut/dmut/84.html
שבא בן יקשן	גבר	דמות_מהתנך	tnk1/dmut/dmut/131.html
שבא בן רעמה	גבר	דמות_מהתנך	tnk1/dmut/dmut/40.html
שבאיים	עם	דמות_מהתנך	tnk1/dmut/dmut/942.html
שבב	שורש	לשון_המקרא	tnk1/ljon/jorj/jbb.html
שבבים	חומר	לשון_המקרא	tnk1/ljon/jorj/jbb.html
שבה	שורש [= ענינו לכידת אדם והוליכו בגלות, ועמו "שבו"]	לשון_המקרא	tnk1/ljon/jorj/jbh.html
שבוֹ	אבן [= אבן יקרה, כנראה agate]	לשון_המקרא	tnk1/ljon/jorj/jbh.html
שבויה	היחס לשבויות מלחמה	מצוות_עצם	tryg/sug/ecm_jbwyh.html
שבוע	זמן [= היקף מספר זמן שבעה, ימים או שנים]	לשון_המקרא	tnk1/ljon/jorj/jbe1.html
שבועָה	קול	לשון_המקרא	tnk1/ljon/jorj/jbe2.html
שבועה	שבועה	מצוות_רצון	tryg/sug/rcon_jbweh.html
שבועה באלילים	שבועה בעבודה זרה	מצוות_רצון	tryg/sug/jbweh_balylym.html
שבועות	זמן	לשון_המקרא	tnk1/ljon/jorj/jbe1.html
שבועים	תואר [= כמו נשבע [רק בסמיכות "שבועי-"]]	לשון_המקרא	tnk1/ljon/jorj/jbe2.html
שבועת אמת	שבועת אמת	מצוות_רצון	tryg/sug/jbwet_amt.html
שבועת הכחשה	שבועה על הכחשה = העלמת רכוש הזולת שנמצא בידינו	מצוות_אדם	tryg/sug/hkxjh_wjbweh.html
שְבוּת	מופשט [= יישוב]	לשון_המקרא	tnk1/ljon/jorj/yjb.html
שבח	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/jbx.html
שַבֵּח	תואר [= תואר על-משקל "מאן", ויוצא]	לשון_המקרא	tnk1/ljon/jorj/jbx1.html
שֵבֶט	כלי [= נרדף למטה, אם למטה משפחה או למטה וחוטר]	לשון_המקרא	tnk1/ljon/jorj/jbf.html
שבט ברזל	ביטוי: כלי נשק	לשון_המקרא	tnk1/ljon/jorj/brzl.html#bituy
שבט מוסר	ביטוי: כלי	לשון_המקרא	tnk1/ljon/jorj/ysr.html#bituy
שבטי ישראל	קבוצה	דמות_מהתנך	tnk1/dmut/dmut/1274.html
שבי	גבר	דמות_מהתנך	tnk1/dmut/dmut/794.html
שבִי	מופשט	לשון_המקרא	tnk1/ljon/jorj/jbh.html
שבי"ל	רבשורש	לשון_המקרא	tnk1/ljon/jorj/jbyl.html
שביב	חומר [= להב]	לשון_המקרא	tnk1/ljon/jorj/jbb.html
שִביה	מופשט [= "שבי" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/jbh.html
שביל	מקום	לשון_המקרא	tnk1/ljon/jorj/jbl1.html
שביל העצות	חידון התנך - שביל העצות	אוסף מאמרים	tnk1/klli/ecot/osf.html
שביס	תכשיט	לשון_המקרא	tnk1/ljon/jorj/jbs.html
שביעי	תואר [= מספר סידורי זכר]	לשון_המקרא	tnk1/ljon/jorj/jbe1.html
שביעית	זמן	לשון_המקרא	tnk1/ljon/jorj/jbe1.html
שביעית[ת]	תואר [= מספר סידורי נקבה]	לשון_המקרא	tnk1/ljon/jorj/jbe1.html
שבית	מופשט [= ע' שורש ישב שם "שבות"]	לשון_המקרא	tnk1/ljon/jorj/jbh.html
שביתה ביום כיפור	שביתה ביום כיפור	מצוות_זמן	tryg/sug/jbyth_bywm_kypwr.html
שביתה בסוכות	שביתה בסוכות	מצוות_זמן	tryg/sug/jbyth_bswkwt.html
שביתה בפסח	שביתה בפסח	מצוות_זמן	tryg/sug/jbyth_bpsx.html
שביתה בראש השנה	שביתה בראש השנה	מצוות_זמן	tryg/sug/jbyth_braj_hjnh.html
שביתה בשבועות	שביתה בשבועות	מצוות_זמן	tryg/sug/jbyth_bjbwewt.html
שביתה בשבת	שביתה בשבת	מצוות_זמן	tryg/sug/jbyth_bjbt.html
שביתת אדמות ביובל	שביתת אדמות ביובל	מצוות_זמן	tryg/sug/jbytt_admwt_bywbl.html
שביתת אדמות בשביעית	שביתת אדמות בשביעית	מצוות_זמן	tryg/sug/jbytt_admwt_bjbyeyt.html
שבכ	שורש [= ענינו כמו סבך, גם סירוג מעשה רשת]	לשון_המקרא	tnk1/ljon/jorj/sjbk.html
שׂבכה	שם מתואר [= מעשה רשת]	לשון_המקרא	tnk1/ljon/jorj/sjbk.html
שבל	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/jbl.html
שֹבֶל	גוף [= רגל או שוק, וע' רש"י ישעיהו מז2]	לשון_המקרא	tnk1/ljon/jorj/jbl1.html
שבלול	חיה [= ע' רש"י תהלים נח9]	לשון_המקרא	tnk1/ljon/jorj/jbl3.html
שבנא	גבר	דמות_מהתנך	tnk1/dmut/dmut/1094.html
שבס	שורש [= שם-רבים "שביסים", והוא תכשיט מה]	לשון_המקרא	tnk1/ljon/jorj/jbs.html
שבע	גבר	דמות_מהתנך	tnk1/dmut/dmut/800.html
שבע	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/jbe.html
שָׂבֵע	תואר	לשון_המקרא	tnk1/ljon/jorj/sjbe.html
שבע בן בכרי	גבר	דמות_מהתנך	tnk1/dmut/dmut/800.html
שִׂבְעָה	רגש [= "שָׂבָע" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/sjbe.html
שבעה עשר בתמוז	שבעה עשר בתמוז - צום הרביעי	אוסף מאמרים	tryg/mamr/evl04.html
שבעת ימי הבריאה בעולם המידע	שבעת ימי הבריאה בעולם המידע	אוסף מאמרים	tnk1/sofrim/shabot/briaa.html
שבעת סריסי אחשורוש	קבוצה	דמות_מהתנך	tnk1/dmut/dmut/1404.html
שבעת שרי פרס ומדי	קבוצה	דמות_מהתנך	tnk1/dmut/dmut/1412.html
שָבָץ	גוף [= בית הכוסות, על-שם הגומות שבו]	לשון_המקרא	tnk1/ljon/jorj/jbc.html
שבר	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/jbr.html
שֵבֶר	מופשט	לשון_המקרא	tnk1/ljon/jorj/jbr1.html
שֶׂבֶר	רגש	לשון_המקרא	tnk1/ljon/jorj/sjbr.html
שבר רוח	ביטוי: רגש	לשון_המקרא	tnk1/ljon/jorj/rwx1.html#bituy
שֶבֶר1	מחלה	לשון_המקרא	tnk1/ljon/jorj/jbr1.html
שֶבֶר2	שם מתואר [= תבואה ובר]	לשון_המקרא	tnk1/ljon/jorj/jbr2.html
שבָּת	זמן [= בא ליום ושנת השביתה]	לשון_המקרא	tnk1/ljon/jorj/jbt.html
שבת שבתון	ביטוי: זמן	לשון_המקרא	tnk1/ljon/jorj/jbt.html#bituy
שׂגא	שורש	לשון_המקרא	tnk1/ljon/jorj/sjga.html
שׂגא=שׂגה	שורש [= ענינו ריבוי וגודל]	לשון_המקרא	tnk1/ljon/jorj/sjga=sjgh.html
שֵׂגֶב	מופשט	לשון_המקרא	tnk1/ljon/jorj/sjgb.html
שגג	שורש [= ענינו טעות מחשבה ושלא בכוונה]	לשון_המקרא	tnk1/ljon/jorj/jgg.html
שגגת בית-דין	שגגת בית-דין	מצוות_ארוע	tryg/sug/jggt_byt-dyn.html
